bigram,overall,he/him,she/her,they/them,he/they,she/they,multiple,pronoun list
fighting to,592,5,11,2,0,0,0,18
only live,592,2,7,0,0,0,0,9
3d printing,591,52,10,6,3,4,0,75
favorite things,591,9,20,2,1,2,0,34
big heart,591,9,18,4,0,2,0,33
people will,591,15,9,1,0,1,0,26
everyone has,591,3,6,0,1,1,0,11
all glory,591,2,0,0,0,0,0,2
6 gpa,591,0,0,0,0,0,0,0
or dm,590,22,16,6,5,4,0,53
lifelong democrat,590,3,16,0,0,0,0,19
woman with,590,0,14,1,0,1,1,17
for small,590,5,7,1,0,0,0,13
love peace,590,3,7,0,0,1,1,12
reach their,590,0,1,0,0,0,0,1
assistant prof,589,39,87,0,0,1,0,127
on yt,589,19,10,3,0,1,0,33
enemy of,589,13,6,2,0,1,0,22
here you,589,7,9,3,1,1,0,21
using the,589,8,8,2,1,0,0,19
the spirit,589,6,5,1,1,2,0,15
critical thinker,589,6,6,0,1,0,0,13
are looking,589,3,3,1,0,0,0,7
i luv,588,7,17,6,0,4,0,34
my hero,588,14,13,2,1,2,0,32
real world,588,8,7,1,0,2,0,18
o r,588,3,7,4,0,0,0,14
wife mommy,588,0,12,0,0,0,0,12
daily news,588,3,3,0,1,1,0,8
peace of,588,2,4,1,0,0,0,7
s de,588,0,1,0,0,0,0,1
and streamer,587,27,15,3,5,2,3,55
i grow,587,10,31,4,0,6,0,51
beer drinker,587,17,19,1,0,1,0,38
political activist,587,13,11,3,1,0,3,31
hey guys,587,8,8,3,1,0,0,20
spread the,587,6,6,2,0,2,0,16
life’s a,587,5,6,1,0,3,0,15
team in,587,5,1,1,0,0,0,7
me ig,587,1,4,0,0,0,0,5
jesus my,587,0,3,1,0,0,0,4
and around,587,2,0,0,1,1,0,4
a movement,587,1,0,0,0,0,0,1
account -,586,28,35,3,3,1,3,73
//www patreon,586,24,21,7,2,1,0,55
lover -,586,22,19,0,3,3,0,47
kindness and,586,9,31,0,1,2,1,44
time of,586,11,13,1,0,3,0,28
manager -,586,15,9,0,0,0,0,24
i lost,586,10,9,1,1,0,0,21
days a,586,9,7,1,1,0,0,18
mother sister,586,0,10,0,0,0,0,10
amante del,586,1,0,0,0,0,0,1
christian father,586,1,0,0,0,0,0,1
do stuff,585,30,17,6,2,5,0,60
particular order,585,15,22,2,0,1,1,41
i ever,585,8,15,2,2,2,0,29
one tweet,585,10,10,0,2,0,1,23
more http,585,7,8,0,1,1,0,17
podcast hosted,585,4,5,0,0,0,0,9
great state,585,3,1,1,0,0,0,5
the texas,585,3,2,0,0,0,0,5
gamer nerd,584,47,34,5,4,3,0,93
all just,584,20,18,3,1,1,0,43
these tweets,584,23,18,1,0,1,0,43
the fire,584,9,14,2,0,1,0,26
woman and,584,4,17,0,0,1,0,22
http //linkedin,584,10,3,0,1,2,0,16
stop by,584,3,5,2,0,1,2,13
physical education,584,2,0,0,0,0,0,2
web dev,583,53,30,4,4,4,0,95
don’t make,583,5,12,2,0,4,0,23
are and,583,7,6,0,0,1,0,14
click on,583,2,5,1,0,0,1,9
fan de,583,0,5,0,0,0,0,5
com is,583,0,3,0,0,0,0,3
going through,582,12,21,4,4,3,0,44
this site,582,10,5,2,1,0,0,18
xbox gt,582,10,2,0,0,0,0,12
just follow,582,5,4,1,1,0,0,11
hope and,582,2,3,0,0,1,0,6
programs and,582,3,2,0,0,0,0,5
eat the,581,40,58,18,7,12,2,137
me https,581,7,12,5,0,2,0,26
and instagram,581,9,8,7,0,0,0,24
when you're,581,10,11,0,2,0,0,23
an adventure,581,7,9,0,2,0,0,18
own business,581,8,6,1,2,0,0,17
and want,581,9,7,0,0,0,0,16
former republican,581,5,8,0,0,1,0,14
marketing consultant,581,3,9,0,0,1,0,13
rip dad,581,1,6,0,0,0,0,7
and analysis,581,1,1,0,0,1,1,4
battle rap,581,1,1,0,0,0,0,2
my clients,581,1,0,0,0,0,0,1
games music,580,43,26,5,3,6,1,84
wars fan,580,42,22,1,1,0,0,66
person you,580,6,11,4,1,4,0,26
podcast http,580,16,8,0,0,0,0,24
your opinion,580,9,9,2,1,0,0,21
opinion and,580,9,8,1,1,1,0,20
in for,580,9,4,2,1,0,0,16
the local,580,3,9,1,0,0,0,13
retired educator,580,1,6,0,0,0,0,7
livin life,580,1,5,0,0,0,0,6
through education,580,0,1,0,0,1,0,2
are good,579,19,18,2,2,4,2,47
like your,579,12,17,3,3,0,0,35
works for,579,13,9,3,2,3,0,30
day of,579,5,13,0,0,2,0,20
of war,579,9,6,1,0,0,0,16
and international,579,6,6,0,1,0,0,13
cardinals fan,579,2,9,0,0,1,0,12
and training,579,3,1,1,1,0,0,6
an asshole,578,17,19,5,2,4,0,47
cool guy,578,27,1,1,1,0,2,32
would have,578,8,12,0,1,2,0,23
weather and,578,11,5,0,4,0,0,20
http //tiktok,578,8,7,1,1,2,0,19
little girl,578,1,13,1,0,0,1,16
have 3,578,3,4,2,0,0,0,9
development of,578,5,1,0,1,0,0,7
is located,578,0,1,0,0,0,0,1
not of,577,18,15,4,0,1,0,38
on some,577,16,10,2,1,1,2,32
at an,577,13,3,0,1,3,0,20
in denver,577,7,4,1,1,1,0,14
your way,577,2,8,0,1,1,0,12
agent in,577,0,3,1,0,0,0,4
opinions here,576,31,33,3,3,2,0,72
i'm pretty,576,27,25,4,2,0,1,59
this time,576,10,16,1,1,2,1,31
the weather,576,8,15,3,1,1,0,28
makes the,576,9,12,3,2,1,0,27
city and,576,8,12,0,0,0,0,20
women of,576,2,8,0,2,1,0,13
with 3,576,3,5,1,0,1,0,10
track coach,576,3,1,0,0,0,0,4
young people,575,3,19,1,0,0,0,23
that’s it,575,4,13,2,1,2,0,22
software development,574,27,5,1,1,1,0,35
8th grade,574,5,18,0,0,1,0,24
i buy,574,7,7,2,2,1,0,19
to please,574,4,7,3,1,0,1,16
rule of,574,8,7,0,0,0,0,15
a veces,574,4,8,0,0,0,1,13
of miami,574,5,5,0,1,0,0,11
grinding for,574,3,1,0,0,0,0,4
sports in,574,3,0,0,0,1,0,4
support me,573,33,26,12,3,3,3,80
gamer -,573,39,14,4,2,6,0,65
by any,573,7,9,3,1,1,0,21
science technology,573,7,9,0,0,0,0,16
who like,573,7,5,1,1,1,0,15
institute for,573,7,7,0,0,0,0,14
get up,573,6,7,0,0,1,0,14
knicks fan,573,11,1,0,0,0,0,12
university alumnus,573,10,0,0,1,0,0,11
jesus lover,573,3,6,0,0,0,0,9
pittsburgh steelers,573,2,1,0,0,0,0,3
indie game,572,67,18,6,5,4,1,101
the dead,572,11,20,6,4,3,0,44
needs a,572,13,23,2,2,1,0,41
for other,572,12,14,4,2,2,0,34
what's up,572,13,9,1,1,1,1,26
big booty,572,5,8,1,0,2,1,17
leadership and,572,8,7,0,0,0,0,15
always down,571,24,12,4,2,0,0,42
and economic,571,8,6,1,0,2,0,17
leader and,571,3,5,1,1,1,0,11
analysis and,571,6,2,0,0,1,0,9
3 and,571,2,5,0,0,1,0,8
biz owner,570,7,22,0,1,1,0,31
outside of,570,8,6,0,1,2,0,17
long learner,570,4,9,0,0,1,0,14
in silence,570,2,9,0,1,0,0,12
news updates,570,0,4,0,0,0,0,4
artist with,569,14,34,18,6,7,1,80
games are,569,34,14,1,3,5,0,57
boy who,569,26,3,1,4,0,0,34
interior designer,569,6,10,2,0,1,0,19
let’s have,569,10,2,2,1,1,0,16
county public,569,2,5,0,0,0,0,7
recruiting coordinator,569,2,2,0,0,0,0,4
if i'm,568,18,20,4,4,3,0,49
check the,568,11,15,0,3,2,0,31
en espa,568,6,7,2,0,0,0,15
something you,568,2,6,0,1,0,0,9
news on,568,5,2,0,1,0,0,8
humble and,568,2,2,0,0,0,0,4
dolphins fan,568,1,1,0,0,0,0,2
and space,567,17,17,4,1,1,0,40
of living,567,11,9,0,1,1,1,23
not only,567,5,8,2,1,2,0,18
news sports,567,3,0,0,0,0,0,3
of anime,566,34,24,7,2,4,1,72
co-author of,566,18,20,0,0,1,0,39
as of,566,9,18,2,1,1,0,31
of anything,566,7,14,3,1,1,0,26
plus size,565,6,38,5,1,5,0,55
block you,565,20,21,0,3,1,0,45
i'm your,565,13,14,3,4,2,1,37
to no,565,17,16,2,1,1,0,37
and old,565,15,13,0,2,2,1,33
youtube content,565,17,2,2,0,0,0,21
in mind,565,5,6,2,0,2,0,15
i gotta,565,3,6,3,0,0,0,12
ceo founder,565,1,7,0,0,0,0,8
m university,565,3,3,2,0,0,0,8
patriot and,565,1,1,0,0,0,0,2
manufacturer of,565,1,0,1,0,0,0,2
represented by,564,25,57,2,1,3,0,88
no particular,564,16,22,2,0,1,2,43
til i,564,11,22,1,1,1,0,36
my day,564,11,21,1,1,1,0,35
alot of,564,15,9,2,2,1,1,30
miami fl,564,1,4,0,0,0,1,6
who dat,564,1,3,0,1,0,0,5
justice advocate,563,13,58,0,0,1,0,72
all sorts,563,22,14,4,1,3,2,46
we’re all,563,12,24,4,2,3,0,45
former teacher,563,5,33,0,1,0,0,39
pack go,563,6,7,0,0,0,0,13
over 40,563,3,5,1,0,0,0,9
and caring,563,1,3,1,0,0,0,5
apple pay,563,1,1,0,0,0,0,2
locally owned,563,0,0,0,0,0,0,0
property management,563,0,0,0,0,0,0,0
affiliate streamer,562,19,12,5,4,4,1,45
fan lover,562,10,17,2,0,1,0,30
playing the,562,8,11,1,0,2,0,22
17 years,562,11,6,1,1,1,2,22
wife sister,562,0,20,0,0,1,0,21
that enjoys,562,10,6,3,2,0,0,21
aim to,562,5,4,0,3,1,0,13
of its,562,4,4,1,0,1,0,10
the leader,562,2,2,0,0,1,0,5
player development,562,0,0,0,0,0,0,0
also do,561,21,13,2,5,4,0,45
my links,561,11,16,7,3,6,1,44
since 2012,561,10,18,1,1,1,0,31
number 1,561,11,13,2,0,3,0,29
don’t do,561,3,11,2,0,2,0,18
video production,561,7,5,1,0,0,0,13
kids i,561,2,8,3,0,0,0,13
great things,561,3,2,0,0,2,0,7
my dm,561,2,3,0,0,1,0,6
theme park,560,54,27,4,3,4,0,92
games movies,560,46,13,1,0,3,0,63
in human,560,11,23,7,1,4,1,47
of virginia,560,5,6,0,0,0,0,11
send a,560,5,2,3,1,0,0,11
get rich,560,0,2,0,1,0,0,3
horror fan,559,58,42,9,4,3,1,117
stay for,559,29,41,4,2,2,1,79
for custom,559,8,21,5,4,4,1,43
cares about,559,12,22,4,1,1,0,40
and drink,559,12,20,2,0,0,2,36
the boys,559,10,21,3,1,0,0,35
m m,558,12,9,0,2,1,0,24
since 2010,558,5,13,0,2,1,0,21
they do,558,5,12,4,0,0,0,21
food wine,558,6,14,0,0,0,0,20
your story,558,3,9,0,1,0,0,13
and when,558,1,7,0,0,3,0,11
of central,558,3,5,0,0,0,0,8
live stream,558,3,1,0,1,0,0,5
and sellers,558,1,1,0,0,0,0,2
a fat,557,10,16,6,4,6,1,43
you ask,557,15,9,6,0,3,1,34
fighting the,557,14,16,2,0,1,1,34
well i,557,9,16,3,1,2,0,31
husband dog,557,28,0,0,1,0,0,29
thing in,557,4,6,1,0,1,0,12
ran by,557,4,5,3,0,0,0,12
best version,557,3,6,0,1,1,0,11
conservative republican,557,0,1,0,0,0,0,1
and views,556,17,24,2,1,1,0,45
https //tinyurl,556,13,17,3,0,2,1,36
porn and,556,18,9,5,2,1,0,35
it would,556,7,17,1,1,1,1,28
a dreamer,556,6,16,2,0,2,0,26
you cannot,556,7,11,1,2,0,0,21
put my,556,8,7,1,3,1,0,20
- father,556,10,0,0,0,0,1,11
what can,556,3,5,0,0,1,0,9
money is,556,3,3,0,0,0,0,6
care to,556,2,2,0,1,0,0,5
por el,556,0,1,0,1,1,1,4
ny yankees,556,1,2,0,0,0,0,3
23 -,555,73,48,20,13,14,4,172
creative writing,555,30,55,6,5,5,2,103
not good,555,28,19,5,1,2,1,56
to vote,555,16,32,0,0,0,0,48
of engineering,555,30,9,0,0,1,1,41
and growing,555,9,10,0,0,0,0,19
i l,555,1,3,4,1,0,0,9
world we,555,4,2,0,0,1,0,7
fashion beauty,555,2,3,0,0,1,0,6
a daughter,555,0,2,0,0,0,0,2
software engineering,554,42,19,2,0,1,0,64
i must,554,11,14,2,1,2,0,30
two great,554,4,6,0,0,0,0,10
18 please,553,36,41,24,12,14,6,133
johns hopkins,553,10,11,0,1,3,1,26
have nothing,553,8,10,5,1,2,0,26
you won't,553,8,11,0,2,2,0,23
of yourself,553,5,11,1,1,0,1,19
my feet,553,4,7,2,0,1,0,14
kc chiefs,553,3,6,0,0,0,0,9
they need,553,2,2,0,0,0,0,4
grandfather of,553,1,1,0,0,0,0,2
trans girl,552,1,170,1,0,44,8,224
working class,552,29,22,2,7,2,0,62
let's make,552,15,15,2,1,0,0,33
sex and,552,8,16,2,2,1,1,30
creator i,552,16,6,1,3,3,1,30
made for,552,5,8,2,3,1,0,19
member and,552,9,6,1,1,1,0,18
2 5,552,3,6,1,1,2,0,13
in arizona,552,3,2,0,1,0,0,6
weight loss,552,2,4,0,0,0,0,6
books music,551,13,31,3,2,1,1,51
content producer,551,19,20,2,0,2,0,43
i'm very,551,16,11,4,3,0,0,34
//tiktok com/,551,8,6,1,1,2,0,18
independent voter,551,3,3,0,0,0,0,6
a minor,550,45,32,13,11,10,4,115
disc golf,550,18,6,0,0,0,0,24
i been,550,0,4,0,0,2,0,6
inbox me,550,0,0,0,0,0,0,0
i saw,549,5,26,1,2,4,0,38
if interested,549,10,12,3,0,5,0,30
of hope,549,4,9,1,2,3,1,20
positive and,549,8,8,0,2,2,0,20
artist ig,549,3,10,2,0,3,0,18
mind of,549,6,9,2,0,0,0,17
we bring,549,0,0,0,0,0,0,0
you’ll ever,548,15,22,1,1,4,0,43
tips to,548,8,21,0,1,1,0,31
brooklyn ny,548,9,6,2,1,0,0,18
n t,548,4,7,1,0,1,0,13
loving father,548,11,0,0,1,0,0,12
tryin to,548,3,7,2,0,0,0,12
protect your,548,1,7,1,0,0,0,9
proud conservative,548,0,0,0,0,0,0,0
llc is,548,0,0,0,0,0,0,0
should have,547,15,18,1,1,0,0,35
a shit,547,10,14,4,2,1,0,31
is fun,547,13,6,2,3,3,0,27
it makes,547,8,6,3,0,0,1,18
to kill,547,7,7,3,1,0,0,18
strive for,547,7,5,0,0,0,0,12
york yankees,547,6,0,0,0,0,0,6
god husband,547,1,0,0,0,0,0,1
unblock fee,546,7,25,10,4,10,1,57
i’d rather,546,8,21,1,0,0,0,30
you'll never,546,10,6,2,2,0,0,20
food travel,546,8,9,0,0,0,1,18
a vibe,546,6,7,0,1,2,0,16
jiu jitsu,546,4,4,0,0,0,0,8
sports card,546,1,0,0,0,0,0,1
writer musician,545,41,23,7,2,2,0,75
stuff for,545,34,19,3,2,2,2,62
links below,545,7,25,4,2,6,0,44
spirit animal,545,18,18,1,0,3,0,40
what if,545,7,21,3,1,4,0,36
the age,545,7,12,1,1,2,0,23
that works,545,10,5,3,2,1,0,21
guns and,545,6,7,2,0,0,1,16
sports i,545,8,6,0,0,1,0,15
down below,545,2,3,3,1,3,0,12
health fitness,545,2,5,0,0,0,0,7
mean i,544,11,10,3,0,1,0,25
and it’s,544,9,12,2,0,2,0,25
no way,544,13,6,2,0,1,1,23
go for,544,5,7,0,4,0,0,16
of excellence,544,1,5,0,0,0,0,6
improving the,544,1,1,0,0,0,0,2
god we,544,0,1,0,0,0,0,1
patriot maga,544,0,1,0,0,0,0,1
or any,543,14,11,15,3,0,1,44
act like,543,10,14,3,2,1,0,30
since 2008,543,8,17,1,0,2,0,28
love food,543,5,10,1,0,2,0,18
4th grade,543,0,15,0,2,0,0,17
of 22,543,7,6,1,0,0,0,14
spirit of,543,5,4,1,1,0,0,11
to increase,543,4,4,0,0,0,0,8
meet the,543,1,5,1,0,0,0,7
the 1st,543,2,4,1,0,0,0,7
happens for,543,2,5,0,0,0,0,7
with and,543,2,2,0,1,0,0,5
simple and,543,0,0,0,0,0,0,0
24 /,542,16,25,12,3,12,2,70
their best,542,7,15,12,3,8,1,46
best friends,542,8,16,1,2,3,2,32
be shy,542,11,7,3,0,1,1,23
critical thinking,542,6,11,0,1,1,0,19
i'm looking,542,3,2,2,0,0,0,7
n c,542,1,4,0,0,1,1,7
by our,542,2,3,0,0,1,0,6
also make,541,30,21,5,3,5,2,66
tweet for,541,13,35,6,2,9,1,66
you probably,541,24,14,4,2,1,0,45
state representative,541,14,21,0,0,0,0,35
remember to,541,10,15,5,0,3,0,33
can also,541,11,13,2,2,1,2,31
in charge,541,14,12,0,1,0,0,27
past president,541,7,15,0,0,0,0,22
all have,541,7,9,2,1,1,0,20
the secret,541,8,7,0,1,1,0,17
es un,541,2,3,0,0,0,0,5
stay true,541,2,2,1,0,0,0,5
the stock,541,1,1,1,0,0,0,3
for crypto,541,0,0,0,0,0,0,0
in time,540,11,13,2,1,2,0,29
of wine,540,6,20,0,0,0,0,26
a wild,540,7,10,2,0,0,0,19
a city,540,8,8,0,0,1,0,17
loyal and,540,1,3,1,0,0,0,5
4 6,540,0,0,0,0,1,0,1
to add,539,14,10,1,2,2,0,29
lack of,539,11,8,2,1,2,0,24
because we,539,11,5,1,1,0,0,18
be real,539,3,12,0,0,1,1,17
to express,539,6,5,2,1,2,1,17
channel http,539,8,6,0,2,1,0,17
r m,539,1,12,0,0,1,0,14
for art,538,34,25,11,6,7,2,85
21 /,538,20,18,11,7,12,1,69
watch anime,538,26,17,3,2,1,0,49
there will,538,23,14,1,1,0,1,40
search for,538,7,7,2,1,1,0,18
professional photographer,538,5,4,2,1,0,0,12
passion and,538,5,4,0,0,0,0,9
no soy,538,3,4,0,0,0,0,7
at our,538,1,5,0,1,0,0,7
the nfl,538,1,2,0,0,0,0,3
bad jokes,537,53,36,4,4,2,2,101
at twitter,537,39,47,4,3,4,0,97
artist //,537,20,42,16,7,8,1,94
dm's open,537,47,19,6,11,5,1,89
world that,537,2,9,1,1,0,0,13
o t,537,4,6,1,1,1,0,13
following the,537,1,7,1,1,1,0,11
football fanatic,537,3,3,0,0,0,0,6
all our,537,3,0,0,1,0,0,4
smash ultimate,536,74,8,4,9,0,1,96
and tweets,536,22,22,3,2,0,0,49
not those,536,20,25,2,0,1,0,48
tolerance for,536,8,20,1,0,0,0,29
do nothing,536,6,9,2,0,1,0,18
my community,536,5,7,1,0,1,0,14
a believer,536,4,1,0,0,0,0,5
streamer i,535,24,13,8,1,8,0,54
god of,535,24,8,3,0,3,0,38
21 year,535,17,12,1,3,2,0,35
at you,535,16,7,2,2,3,0,30
more time,535,8,12,1,1,0,0,22
married mother,535,0,11,0,0,0,0,11
philadelphia eagles,535,5,1,0,0,0,0,6
basically a,534,7,40,3,4,9,1,64
get through,534,16,16,6,0,3,0,41
we should,534,11,8,1,0,0,0,20
3 years,534,6,9,3,0,0,0,18
an opinion,534,6,8,1,2,0,0,17
an nft,534,10,1,2,0,0,0,13
do some,533,22,14,5,3,4,0,48
looks like,533,23,16,2,0,1,2,44
of staff,533,11,18,1,0,2,0,32
school board,533,13,16,0,0,0,0,29
should not,533,13,12,0,1,0,1,27
it we,533,6,9,1,1,0,0,17
regardless of,533,6,6,0,0,1,0,13
give us,533,3,6,0,0,1,0,10
do me,533,2,2,1,0,2,0,7
but sometimes,532,17,38,7,3,3,2,70
solely my,532,27,23,3,0,0,0,53
or two,532,10,14,2,2,0,0,28
the death,532,10,14,1,0,0,0,25
go with,532,5,11,2,1,2,0,21
the high,532,9,8,1,1,2,0,21
of men,532,9,7,0,0,1,0,17
when life,532,2,10,1,0,2,0,15
aspects of,532,6,4,1,0,0,0,11
huge sports,532,1,2,0,0,0,0,3
residential and,532,1,0,0,0,0,0,1
p e,531,7,5,1,0,0,0,13
life by,531,1,6,1,1,2,0,11
are our,531,3,3,2,0,0,0,8
to gain,531,4,3,0,0,1,0,8
sports guy,531,7,0,0,0,0,0,7
superintendent of,531,0,2,0,0,0,0,2
stray kids,530,9,59,3,1,6,0,78
boomer sooner,530,2,5,1,0,0,0,8
a really,529,22,29,3,0,3,0,57
streamer twitch,529,20,25,3,2,4,2,56
than me,529,19,20,3,3,2,0,47
political scientist,529,17,19,2,2,1,0,41
voice over,529,17,8,2,2,1,1,31
dean of,529,11,20,0,0,0,0,31
whole life,529,9,8,0,0,4,0,21
you read,529,8,4,0,0,0,2,14
your money,529,5,2,0,0,0,0,7
and stream,528,19,10,6,4,6,1,46
the science,528,17,20,0,0,0,0,37
love myself,528,5,21,2,1,2,0,31
not mine,528,11,10,1,1,2,1,26
refuse to,528,4,15,2,0,2,0,23
will you,528,6,13,1,1,1,1,23
go gators,528,3,5,0,0,0,0,8
passive income,528,0,0,0,0,0,0,0
other games,527,36,21,2,1,1,2,63
make them,527,11,14,1,1,1,0,28
im here,527,4,5,1,3,2,1,16
and with,527,6,6,1,0,1,0,14
on whatsapp,527,0,0,0,0,0,0,0
just not,526,10,15,2,0,0,2,29
i choose,526,5,10,1,0,1,0,17
our planet,526,4,12,1,0,0,0,17
who do,526,6,6,0,2,0,0,14
best for,526,1,2,1,1,1,0,6
brother and,526,3,0,1,0,1,0,5
art in,525,20,26,9,5,11,2,73
mental illness,525,2,38,7,2,6,1,56
so please,525,16,17,2,3,1,0,39
return to,525,14,15,2,1,2,0,34
there was,525,6,8,0,0,0,0,14
than to,525,4,9,0,0,0,0,13
thing called,525,1,8,2,0,0,1,12
tomorrow is,525,2,3,0,0,1,0,6
and resources,525,1,3,0,0,1,0,5
ms in,524,18,25,3,0,1,0,47
at any,524,14,15,1,3,5,1,39
ask about,524,12,11,9,3,0,0,35
you that,524,10,14,1,2,0,0,27
and innovation,524,6,4,0,0,0,0,10
to enhance,524,1,2,0,0,0,0,3
service for,524,0,1,0,0,0,0,1
i listen,523,14,17,3,3,4,0,41
weather enthusiast,523,13,5,1,1,2,0,22
have time,523,7,10,0,0,0,1,18
of free,523,7,4,0,1,0,0,12
we support,523,1,5,1,0,0,1,8
sports medicine,523,4,1,0,0,0,0,5
of success,523,0,2,0,0,0,0,2
more fun,522,11,13,3,1,1,0,29
don't make,522,9,7,2,1,0,1,20
did it,522,7,5,0,1,1,2,16
of how,522,10,5,0,0,0,0,15
education in,522,3,4,1,0,0,1,9
everyday is,522,6,2,0,0,1,0,9
eu sou,522,1,1,0,0,0,0,2
words are,521,24,27,4,2,3,0,60
in portland,521,16,11,7,1,2,0,37
they don't,521,3,12,3,0,1,0,19
human resources,521,3,4,0,0,0,0,7
freedom fighter,521,0,7,0,0,0,0,7
es el,521,0,0,0,0,0,0,0
inventor of,520,14,6,0,1,1,1,23
kids in,520,6,11,2,0,0,0,19
all and,520,9,7,0,1,0,0,17
university graduate,520,6,1,2,1,0,0,10
love helping,520,1,1,0,0,0,0,2
whole lot,519,16,29,3,3,1,1,53
of and,519,20,15,4,1,1,0,41
much i,519,11,20,3,2,3,1,40
i’m gonna,519,7,24,1,0,6,0,38
wife i,519,12,16,0,0,1,0,29
say i'm,519,12,10,2,0,4,0,28
it means,519,7,7,1,1,3,0,19
tv news,519,7,9,0,1,0,0,17
people for,519,8,6,2,1,0,0,17
the needs,519,2,2,0,1,0,0,5
scientist and,518,17,28,1,0,0,0,46
all times,518,12,8,5,2,5,1,33
for anyone,518,15,12,0,2,1,0,30
my blood,518,8,13,2,2,0,0,25
i learn,518,7,10,1,0,2,0,20
all other,518,11,5,1,2,0,0,19
y no,518,0,2,0,0,1,0,3
29 years,517,13,11,1,1,2,3,31
can go,517,9,12,1,0,2,1,25
for public,517,4,9,1,0,0,1,15
a master,517,5,7,0,0,1,0,13
native of,517,5,4,1,0,0,0,10
perfect but,517,3,5,0,1,1,0,10
for local,517,4,2,0,0,0,0,6
avid golfer,517,2,1,0,0,0,0,3
buy or,517,1,1,0,0,0,0,2
be funny,516,25,16,2,7,2,1,53
know is,516,4,20,6,1,6,0,37
/ music,516,11,9,5,2,0,0,27
interior design,516,4,10,1,0,0,0,15
no man,516,5,3,1,0,0,0,9
georgia southern,516,4,2,0,0,0,0,6
provides a,516,0,0,0,0,0,0,0
tweets do,515,31,24,5,2,1,1,64
the kids,515,8,16,5,0,0,0,29
in sarcasm,515,6,17,0,0,3,0,26
me because,515,3,6,1,0,3,0,13
in 2020,515,4,6,0,0,0,1,11
offensive coordinator,515,0,0,0,0,0,0,0
donate to,514,14,25,6,3,5,0,53
firm believer,514,10,25,1,2,2,0,40
of light,514,14,13,2,3,4,0,36
dj producer,514,6,3,2,2,1,1,15
the central,514,3,1,0,0,0,0,4
support to,514,2,2,0,0,0,0,4
republican party,514,1,2,0,0,0,0,3
or paypal,514,0,1,1,0,0,0,2
baseball alum,514,1,0,0,0,0,0,1
get by,513,13,16,3,4,3,0,39
liberal and,513,10,22,1,0,0,0,33
agree with,513,6,10,0,0,0,0,16
understand the,513,4,9,0,0,1,0,14
great outdoors,513,2,9,0,0,0,0,11
of football,513,5,1,0,0,0,0,6
over 50,513,5,0,0,0,0,0,5
sound designer,512,64,18,11,5,2,0,100
ma in,512,18,42,1,1,6,0,68
news producer,512,16,20,1,0,2,0,39
dose of,512,7,9,1,0,1,0,18
2 4,512,3,9,1,0,1,0,14
go out,512,4,7,0,1,0,1,13
college sports,512,4,7,0,0,0,0,11
- go,512,2,8,0,1,0,0,11
commitment to,512,2,4,0,0,0,0,6
love one,511,11,21,2,0,0,0,34
specialist for,511,5,25,1,0,1,0,32
instructional coach,511,7,21,0,0,0,0,28
it better,511,4,15,0,2,1,0,22
the front,511,7,7,0,2,1,0,17
change in,511,2,12,0,0,1,0,15
courage to,511,2,9,1,0,0,1,13
and beauty,511,3,3,1,0,0,0,7
i wrote,510,28,24,4,0,2,0,58
don't believe,510,9,10,4,1,0,0,24
not real,510,8,7,2,2,4,0,23
step at,510,9,12,0,0,1,1,23
is at,510,14,6,1,0,0,0,21
of pittsburgh,510,9,10,0,1,0,0,20
the sunshine,510,2,17,0,0,1,0,20
to making,510,9,3,2,1,0,0,15
think for,510,4,2,1,0,0,0,7
plant mom,509,1,109,1,0,12,0,123
photographer writer,509,14,22,7,3,1,0,47
of age,509,16,13,5,4,2,5,45
walking dead,509,7,11,1,0,1,0,20
person to,509,7,8,2,1,0,0,18
down and,509,5,7,1,1,1,0,15
years to,509,4,4,1,0,0,0,9
sports entertainment,509,2,2,0,0,0,0,4
comic artist,508,54,69,26,14,13,1,177
gamer anime,508,18,16,3,1,2,0,40
the bio,508,7,7,4,0,2,0,20
in on,508,2,9,3,1,2,1,18
analyst and,508,5,6,2,1,2,0,16
old guy,508,13,0,0,0,0,0,13
fear is,508,7,3,0,0,0,0,10
son husband,508,2,0,0,1,0,0,3
vision of,508,1,1,0,0,0,0,2
https //ko-fi,507,38,74,19,11,11,2,155
only to,507,7,9,2,1,4,0,23
normal guy,507,14,0,0,0,0,0,14
i walk,507,4,7,0,1,1,0,13
world full,507,3,6,1,1,1,0,12
that have,507,5,2,2,0,0,0,9
of chaos,506,18,29,5,4,6,3,65
equality and,506,9,22,1,0,0,0,32
in social,506,11,14,0,2,1,1,29
currently living,506,14,11,1,0,0,0,26
surrounded by,506,5,12,0,0,1,0,18
taking it,506,5,9,1,0,0,0,15
hello everyone,506,8,1,1,1,3,1,15
3 great,506,3,5,0,0,1,0,9
for promotion,506,0,0,0,0,0,0,0
of media,505,12,14,3,0,0,2,31
a piece,505,8,14,0,0,3,0,25
with life,505,6,9,1,1,2,0,19
against me,505,9,8,0,0,1,0,18
new world,505,6,7,2,1,0,0,16
kids are,505,3,6,1,0,1,0,11
no bio,505,3,3,0,1,0,0,7
are committed,505,0,0,0,0,0,0,0
keeps me,504,9,14,1,0,0,0,24
fun of,504,8,7,2,2,0,0,19
also enjoy,504,9,4,1,0,1,0,15
let you,504,5,9,1,0,0,0,15
bears and,504,4,4,1,0,0,0,9
for trump,504,2,0,0,0,0,0,2
