bigram,overall,he/him,she/her,they/them,he/they,she/they,multiple,pronoun list
a red,1383,19,60,1,0,2,0,82
but still,1383,20,41,10,5,4,0,80
expressed here,1382,59,49,4,1,5,5,123
in and,1380,18,13,1,1,1,0,34
a bitch,1379,17,58,9,1,4,0,89
a t,1379,12,17,2,0,0,0,31
that has,1379,11,13,2,3,2,0,31
school football,1379,1,0,0,0,0,0,1
don’t care,1378,13,23,1,0,1,2,40
anything else,1377,26,17,6,1,2,1,53
in general,1376,47,49,8,4,5,1,114
rts are,1376,37,27,5,5,1,1,76
a bio,1376,25,22,7,5,0,0,59
1st team,1376,1,0,0,0,0,0,1
who wants,1375,40,11,3,5,4,1,64
board of,1374,31,32,1,1,0,0,65
and share,1374,20,19,1,1,3,0,44
math teacher,1373,39,53,2,0,2,0,96
house of,1373,17,25,3,5,6,1,57
n de,1373,0,1,0,0,0,0,1
artist i,1372,56,76,17,7,23,5,184
mommy of,1372,0,22,3,0,2,1,28
i read,1370,53,128,6,4,7,1,199
a cat,1368,54,108,14,10,15,0,201
history of,1368,38,34,1,0,1,0,74
the soul,1367,8,22,1,0,3,0,34
god my,1367,2,2,0,0,1,0,5
the void,1365,92,164,19,11,30,2,318
at this,1365,28,57,11,6,7,0,109
just the,1364,31,35,8,1,4,3,82
and watch,1364,43,30,3,1,0,0,77
heart and,1364,13,22,2,1,1,0,39
mine and,1363,81,51,6,4,5,2,149
my instagram,1363,26,25,2,3,3,2,61
what i'm,1362,46,64,17,7,10,3,147
my journey,1361,10,17,2,0,5,0,34
data science,1360,73,39,3,3,3,1,122
back the,1360,5,6,1,0,0,0,12
afraid to,1359,18,36,4,2,2,1,63
for http,1358,38,26,2,4,0,1,71
music enthusiast,1357,43,40,5,6,1,0,95
related to,1356,14,26,1,2,0,1,44
data scientist,1354,99,42,3,6,7,0,157
i watch,1354,34,61,2,2,7,0,106
a friend,1354,19,39,8,4,7,2,79
nothing is,1354,17,13,3,0,10,0,43
in california,1353,19,25,3,1,1,0,49
and artist,1352,66,66,19,8,15,6,180
producer for,1352,53,50,8,2,1,0,114
that the,1352,14,18,1,1,2,0,36
use this,1351,41,36,10,1,10,1,99
myself and,1351,26,27,3,2,4,0,62
with friends,1351,20,20,4,4,4,0,52
life for,1350,5,8,2,1,3,0,19
new album,1349,17,11,0,0,2,0,30
501 c,1349,1,1,1,0,0,1,4
great kids,1348,8,12,0,0,1,1,22
making the,1347,25,24,5,2,2,1,59
people of,1347,15,14,2,0,0,0,31
n y,1347,2,4,1,0,0,0,7
with some,1346,22,28,3,1,3,1,58
you got,1346,18,14,1,2,2,0,37
i put,1345,41,46,8,5,13,1,114
me i'm,1345,18,29,10,4,1,2,64
views and,1343,53,58,5,3,1,1,121
to tweet,1343,34,48,4,0,4,1,91
and marketing,1343,13,15,3,1,0,0,32
free thinker,1343,4,8,1,0,0,1,14
go brandon,1343,1,0,0,0,0,0,1
development and,1342,10,22,1,2,2,0,37
you find,1341,13,12,1,1,6,0,33
the more,1339,12,31,2,0,0,0,45
to those,1339,11,11,0,0,1,0,23
of education,1338,14,35,2,1,0,0,52
association of,1338,2,4,0,0,0,0,6
to survive,1337,24,51,7,4,5,0,91
and public,1337,18,27,1,1,1,0,48
a kind,1337,10,8,0,0,6,1,25
pastor of,1337,9,2,0,0,0,0,11
day trader,1336,1,4,0,0,0,0,5
has to,1335,16,12,5,0,2,1,36
everything you,1335,6,9,1,0,2,0,18
use twitter,1334,25,36,9,6,9,0,85
ig http,1334,23,30,5,2,3,0,63
women in,1334,2,55,1,0,0,0,58
to eat,1334,16,33,4,2,2,0,57
and go,1334,18,21,3,0,2,2,46
can call,1333,57,77,30,16,20,3,203
digital media,1332,29,32,2,1,5,1,70
rest of,1332,28,34,4,0,0,0,66
fun with,1332,8,12,1,1,0,0,22
necessarily in,1331,44,48,1,1,1,3,98
is it,1331,19,42,8,0,6,0,75
only fans,1331,5,14,3,1,2,0,25
but it,1330,32,21,5,2,0,1,61
of medicine,1330,21,27,1,1,0,0,50
do all,1330,9,12,1,0,2,1,25
quality of,1330,7,5,0,0,0,1,13
the leading,1330,1,0,0,0,0,0,1
it’s all,1329,17,26,5,0,4,1,53
manchester united,1329,7,2,0,0,0,0,9
hi my,1326,35,39,13,5,11,2,105
care for,1326,12,20,3,0,1,1,37
god i,1326,5,3,1,2,2,0,13
in north,1325,7,7,1,1,0,0,16
r e,1323,9,19,4,1,0,1,34
a member,1323,15,4,4,2,1,0,26
puerto rican,1322,23,30,9,6,4,0,72
rock and,1322,27,22,4,1,1,1,56
and will,1322,26,18,4,1,3,0,52
as long,1322,19,20,2,2,5,2,50
m ed,1321,23,59,2,0,4,1,89
hall of,1321,12,6,0,0,2,0,20
created by,1320,19,10,0,1,1,0,31
the home,1320,3,2,1,0,0,0,6
bless america,1320,0,0,0,0,0,0,0
and that,1319,26,24,4,1,5,1,61
and what,1319,11,14,2,2,1,0,30
of south,1319,6,15,0,1,0,1,23
to achieve,1319,5,12,0,0,1,1,19
streamer on,1318,53,41,5,5,6,1,111
my beautiful,1318,12,14,2,0,1,0,29
us and,1318,7,7,1,0,0,1,16
we must,1316,11,15,7,0,4,0,37
and science,1315,40,58,5,1,2,2,108
of time,1315,40,29,9,2,8,0,88
and many,1315,26,28,4,2,2,0,62
40 years,1315,10,5,1,0,0,0,16
state champions,1315,0,0,0,0,0,0,0
no idea,1314,40,77,18,10,10,2,157
originally from,1314,36,18,0,1,2,3,60
to fight,1314,21,30,4,0,3,0,58
you gotta,1314,12,28,1,1,3,0,45
to 4,1314,9,27,2,1,2,0,41
to protect,1314,7,11,3,0,0,0,21
t f,1314,5,12,0,2,0,0,19
options trader,1314,2,0,0,0,0,0,2
old and,1313,23,25,5,1,5,1,60
keep up,1313,15,26,1,1,3,1,47
follow and,1313,10,6,2,0,3,0,21
student athlete,1312,4,4,1,0,0,0,9
what a,1311,23,40,4,3,6,0,76
email me,1311,25,38,6,2,1,2,74
and author,1311,25,27,3,1,5,1,62
photography and,1311,32,25,1,0,1,0,59
e a,1310,7,10,4,2,4,0,27
my account,1309,27,26,4,5,2,3,67
don't care,1309,24,22,4,1,2,5,58
could be,1308,33,42,3,0,4,1,83
i look,1306,33,27,5,5,5,0,75
for this,1304,25,34,7,4,4,1,75
founded by,1304,0,2,0,0,0,0,2
audio engineer,1303,57,25,14,6,7,0,109
out to,1303,20,27,3,3,3,0,56
and field,1303,3,2,0,0,0,0,5
roll tide,1301,4,13,0,1,0,0,18
thinking about,1299,54,100,12,6,12,1,185
friend to,1299,52,44,10,2,10,1,119
my profile,1299,36,23,9,3,3,1,75
off my,1299,26,38,3,2,3,1,73
tweets by,1299,35,15,11,1,5,3,70
the show,1299,14,19,0,4,1,0,38
sharing my,1299,15,20,1,0,1,0,37
producer and,1298,34,22,6,6,4,0,72
c 3,1298,1,1,1,0,0,1,4
and am,1296,30,28,6,8,4,0,76
and anything,1296,24,20,6,0,0,1,51
then i,1295,19,23,1,2,2,0,47
/ i,1294,46,55,8,13,11,4,137
music movies,1294,42,24,2,1,0,0,69
call of,1294,17,12,1,1,0,0,31
crypto trader,1294,1,3,0,0,0,0,4
red state,1293,13,55,0,0,0,0,68
enjoying the,1293,9,9,0,0,0,0,18
call us,1292,1,0,2,0,0,0,3
as it,1291,19,25,1,2,3,0,50
years young,1291,14,21,4,1,3,1,44
girl living,1290,0,53,1,0,3,0,57
conservative christian,1290,0,0,0,0,0,0,0
was the,1289,34,32,3,3,4,0,76
a bunch,1288,50,56,7,3,5,2,123
constitutional conservative,1288,0,0,0,0,0,0,0
way i,1287,10,20,3,1,1,1,36
i care,1286,25,41,7,4,4,1,82
else is,1286,19,24,4,0,1,1,49
engineer and,1285,71,26,6,3,4,0,110
living with,1285,27,61,3,0,6,3,100
man in,1285,39,7,1,3,0,1,51
fighting games,1284,152,22,20,19,7,5,225
am just,1284,17,23,5,0,4,0,49
of florida,1284,21,19,0,0,0,0,40
beautiful wife,1284,6,3,1,0,1,0,11
and nft,1284,3,3,0,1,0,0,7
a global,1284,0,4,1,0,1,0,6
be friends,1283,47,81,8,6,14,3,159
as they,1283,10,15,2,0,0,1,28
hoping to,1282,44,28,2,5,2,1,82
and education,1282,12,18,1,0,0,1,32
where we,1282,7,8,0,1,1,0,17
purveyor of,1281,72,43,8,8,7,0,138
stuck in,1281,42,47,7,5,10,0,111
a strong,1281,11,21,1,0,1,1,35
come true,1281,8,10,1,1,2,0,22
then you,1280,20,15,2,1,1,1,40
but also,1279,53,80,13,3,7,4,160
i mean,1279,16,31,8,0,6,1,62
nothing but,1279,13,23,7,2,7,0,52
10 years,1279,18,14,3,0,3,1,39
is short,1278,7,26,4,0,3,0,40
back up,1278,8,20,2,1,2,0,33
watch me,1277,28,20,7,4,5,0,64
https //twitch,1277,30,17,4,5,2,2,60
a part,1276,12,17,3,1,0,0,33
as we,1276,14,12,0,0,3,0,29
lived in,1275,9,19,0,0,3,0,31
provider of,1275,3,3,1,1,0,0,8
still a,1274,24,44,8,3,7,1,87
find your,1274,11,11,3,2,1,0,28
a positive,1274,10,11,0,2,1,0,24
e o,1274,2,10,0,1,0,0,13
are an,1272,8,7,3,0,3,0,21
connect with,1272,11,7,1,0,0,0,19
he /,1272,0,0,0,0,0,0,0
know that,1271,16,34,5,3,0,0,58
http //soundcloud,1270,31,14,6,5,5,1,62
of games,1269,115,48,7,5,5,4,184
this twitter,1269,25,33,9,1,2,1,71
are just,1269,22,30,4,2,6,1,65
the west,1269,17,26,4,1,0,0,48
of duty,1269,14,8,1,0,0,0,23
to it,1268,16,21,2,1,0,2,42
invest in,1268,9,6,2,0,0,0,17
solutions to,1268,3,0,0,0,0,0,3
me i’m,1267,21,29,2,0,5,1,58
behind the,1266,22,20,1,5,1,2,51
only the,1266,9,12,0,0,3,1,25
for every,1265,8,21,0,0,1,0,30
motivational speaker,1265,4,1,2,0,0,0,7
game dev,1264,191,87,42,20,23,4,367
bts twt,1264,3,120,4,0,7,0,134
musician and,1263,61,26,13,9,9,1,119
any of,1263,28,27,6,1,10,2,74
team of,1263,0,0,0,0,1,1,2
own not,1262,68,85,7,2,3,4,169
art by,1261,150,155,45,29,31,4,414
so many,1261,25,39,6,1,2,0,73
in 2022,1261,23,28,3,0,1,1,56
comes to,1261,12,14,2,2,2,0,32
do a,1260,43,36,12,7,5,2,105
to people,1260,39,30,3,2,3,0,77
follow you,1260,14,11,2,1,1,1,30
to connect,1260,10,14,2,0,0,1,27
my president,1260,0,7,1,1,1,0,10
an average,1259,23,12,2,0,0,1,38
who can,1259,13,15,1,2,3,0,34
and for,1258,21,18,2,1,2,0,44
sponsored by,1257,30,17,3,4,1,0,55
and on,1257,22,15,2,1,2,0,42
my cat,1255,68,137,18,10,20,0,253
text me,1255,5,7,1,0,0,0,13
the ocean,1253,17,51,8,2,5,0,83
tik tok,1253,16,24,6,1,5,2,54
only thing,1253,15,20,1,4,2,0,42
helping you,1253,0,2,2,0,1,0,5
and dog,1252,38,73,4,3,2,1,121
cubs fan,1252,26,21,0,2,2,0,51
back on,1252,21,22,1,1,3,1,49
or not,1251,22,18,6,2,1,0,49
learn to,1251,13,22,2,1,3,1,42
the public,1251,7,11,2,3,0,0,23
free spirit,1250,2,18,1,1,2,0,24
laugh love,1249,5,11,3,2,5,0,26
best in,1249,7,8,2,3,2,1,23
to look,1248,32,28,2,4,8,2,76
music art,1248,23,32,2,4,6,0,67
the bay,1248,30,14,0,4,4,0,52
for everything,1248,9,19,1,0,1,0,30
it or,1248,9,18,0,1,2,0,30
types of,1248,9,7,2,4,1,0,23
tech enthusiast,1247,44,20,1,5,1,1,72
love a,1246,22,35,2,4,5,0,68
breast cancer,1246,3,56,0,0,1,0,60
and follow,1246,10,10,0,1,0,0,21
season ticket,1246,3,5,0,0,1,0,9
a reason,1245,8,15,0,0,2,0,25
poker player,1245,7,4,0,1,0,0,12
a nerd,1244,84,59,11,8,5,4,171
you must,1244,7,14,4,2,2,1,30
for us,1244,9,16,1,0,3,1,30
living a,1244,11,15,0,1,1,0,28
bad at,1243,99,110,28,13,21,3,274
arts and,1243,19,35,5,2,7,1,69
writer artist,1242,56,140,37,13,19,2,267
men and,1242,13,9,2,0,3,0,27
website for,1242,6,13,3,0,3,1,26
my twitch,1240,33,15,9,7,2,1,67
now and,1240,25,23,4,4,4,1,61
a follow,1240,19,10,1,1,0,1,32
https //soundcloud,1240,17,7,3,2,1,0,30
a nonprofit,1240,4,4,0,0,0,0,8
owned and,1240,2,4,0,0,0,0,6
stay humble,1240,2,4,0,0,0,0,6
cowboys fan,1239,9,5,0,1,0,0,15
a child,1238,14,16,2,0,4,1,37
who love,1238,6,19,1,1,2,1,30
amateur photographer,1237,52,38,5,1,3,0,99
new things,1237,23,15,2,1,4,2,47
business development,1237,4,5,0,1,0,0,10
girls basketball,1237,0,0,0,0,0,0,0
sugar baby,1236,1,4,1,1,0,0,7
educator and,1235,21,48,7,3,1,0,80
coraz n,1235,1,3,0,1,0,0,5
someone who,1234,24,28,4,1,2,0,59
interest in,1234,27,19,2,0,2,1,51
is about,1234,14,24,2,0,0,0,40
the metaverse,1234,1,8,0,0,1,1,11
nsfw content,1233,98,59,23,16,20,7,223
that make,1233,27,27,3,2,3,1,63
in his,1233,25,6,2,2,0,2,37
law firm,1233,4,1,0,0,1,0,6
know i,1232,19,27,5,4,4,1,60
matter what,1232,14,12,1,0,2,0,29
and justice,1231,26,40,3,3,2,0,74
think about,1231,23,23,6,3,9,1,65
for sale,1231,10,11,3,2,2,0,28
for anything,1230,25,24,0,0,3,1,53
native american,1229,25,23,6,1,2,1,58
assistant principal,1229,3,16,0,0,0,0,19
artist -,1228,62,66,33,22,16,4,203
and others,1228,37,43,4,4,3,0,91
have my,1228,18,39,1,0,4,0,62
want a,1228,20,21,2,2,0,0,45
of 6,1228,6,14,1,0,1,1,23
washington dc,1227,11,12,1,0,0,0,24
type of,1227,6,10,3,0,2,1,22
and information,1227,4,5,1,0,0,0,10
chief of,1226,21,30,1,0,1,1,54
citizen of,1226,15,24,1,1,1,0,42
art is,1225,38,61,11,8,8,3,129
like and,1225,46,23,7,8,6,1,91
and political,1225,43,23,4,5,0,4,79
looking at,1225,37,30,2,4,2,0,75
about your,1225,18,23,7,2,1,0,51
financial services,1224,3,7,0,0,0,0,10
bestselling author,1223,17,93,3,1,2,0,116
https //open,1223,24,9,3,1,0,1,38
in public,1222,25,40,3,3,3,1,75
me but,1222,18,22,4,1,3,0,48
updates and,1222,1,6,3,0,0,0,10
a pretty,1221,19,27,6,5,5,0,62
my home,1221,12,30,2,0,2,0,46
stay at,1220,28,34,2,3,1,0,68
the little,1220,22,26,2,2,1,0,53
you go,1219,13,28,4,2,3,1,51
we live,1219,10,13,2,0,1,1,27
will follow,1219,14,5,3,0,1,1,24
2 boys,1219,4,11,0,0,3,0,18
and tech,1218,52,20,2,4,2,1,81
also like,1217,52,39,7,6,0,0,104
is home,1217,20,28,1,2,4,0,55
to cook,1217,18,14,2,3,2,1,40
it real,1217,3,10,2,1,2,0,18
this country,1217,3,8,1,1,1,0,14
game enthusiast,1216,133,65,19,10,8,6,241
just looking,1216,18,10,3,0,0,0,31
to offer,1216,9,14,1,1,1,0,26
i keep,1215,26,30,3,1,6,1,67
be great,1215,7,7,1,1,0,0,16
monitored 24/7,1215,0,0,0,0,0,0,0
2nd amendment,1214,1,0,0,0,0,0,1
family owned,1214,0,0,1,0,0,0,1
get vaccinated,1213,42,92,4,3,5,1,147
the change,1213,13,29,0,1,2,0,45
easy going,1213,6,1,0,1,0,0,8
is going,1212,20,24,4,6,9,0,63
all time,1211,17,17,3,0,0,0,37
y la,1211,1,3,0,0,0,0,4
ticket holder,1210,4,4,0,0,1,0,9
of any,1209,21,28,3,2,0,1,55
executive producer,1209,21,28,0,0,3,0,52
think of,1209,13,21,7,2,5,0,48
get out,1209,17,17,2,2,2,0,40
a journey,1209,16,11,2,1,2,1,33
to music,1208,28,28,1,2,2,2,63
cyber security,1208,23,9,2,0,1,0,35
this life,1208,8,17,1,0,1,0,27
truck driver,1208,4,6,2,1,0,0,13
the left,1207,31,24,5,3,1,1,65
first and,1207,9,27,5,1,3,0,45
forward to,1207,11,8,1,0,1,1,22
ole miss,1207,2,11,0,0,0,0,13
art music,1206,24,41,9,3,5,1,83
check my,1206,24,29,9,12,6,0,80
and human,1206,25,38,8,1,6,0,78
be with,1206,15,17,1,0,2,1,36
not always,1205,32,35,4,2,0,3,76
services and,1205,2,4,0,0,0,0,6
co-owner of,1204,29,29,4,2,6,1,71
com ig,1204,10,10,0,0,3,0,23
the key,1204,7,6,0,0,2,0,15
dms please,1203,3,39,0,0,1,0,43
live to,1203,8,12,2,1,0,0,23
spread love,1202,20,41,5,5,7,0,78
you might,1202,31,33,2,2,1,2,71
which is,1202,25,9,1,4,2,0,41
new page,1202,1,1,0,0,0,0,2
west coast,1201,19,22,3,1,2,0,47
on spotify,1201,21,15,3,3,5,0,47
blessed to,1201,0,6,0,0,0,0,6
1 fan,1200,30,53,6,3,7,0,99
east coast,1200,22,39,3,1,5,1,71
man and,1200,27,4,1,1,2,0,35
a leading,1200,2,0,0,0,0,0,2
or the,1199,27,19,3,1,2,0,52
problem solver,1199,25,26,0,0,0,1,52
over everything,1199,6,12,3,1,2,0,24
let us,1199,1,9,0,0,0,0,10
and operated,1199,0,2,0,0,0,0,2
of nature,1198,19,42,5,1,1,0,68
chicago sports,1198,22,10,0,0,0,0,32
more information,1198,1,6,1,0,0,0,8
since the,1197,23,22,1,2,2,0,50
content and,1196,24,24,9,3,4,2,66
please no,1196,20,35,3,5,1,1,65
main account,1195,40,40,8,2,8,1,99
life as,1195,17,27,1,0,2,0,47
trust the,1195,12,14,0,0,2,0,28
all sports,1195,3,1,0,0,0,0,4
intersection of,1194,30,44,4,1,1,1,81
and never,1194,16,19,1,1,0,0,37
relationship with,1193,24,21,3,6,1,0,55
author speaker,1193,12,15,0,0,1,0,28
graduate student,1192,40,69,8,7,4,0,128
this shit,1192,16,35,8,2,2,1,64
univ of,1190,13,27,1,0,0,0,41
of history,1189,32,33,0,2,0,0,67
and entertainment,1189,9,7,2,1,0,0,19
and twitch,1188,58,33,10,7,5,2,115
the side,1188,38,38,6,9,5,1,97
do with,1188,19,24,5,0,10,0,58
school and,1188,4,17,2,1,4,1,29
it takes,1188,6,14,2,0,2,0,24
and help,1188,5,4,2,1,0,0,12
music i,1187,35,18,6,5,7,0,71
m e,1187,5,7,3,0,1,1,17
but mostly,1186,54,93,17,9,16,1,190
one is,1186,17,27,4,2,0,0,50
page is,1185,12,13,3,2,2,3,35
of his,1184,24,3,0,0,0,1,28
success is,1184,0,4,0,0,0,0,4
hang out,1183,29,26,4,4,3,2,68
much as,1183,18,23,0,2,2,0,45
is only,1183,13,21,3,0,4,1,42
e r,1183,10,17,3,1,1,0,32
to explore,1183,17,5,3,0,2,0,27
please follow,1183,14,5,2,1,0,1,23
the midwest,1182,43,38,3,1,7,2,94
some people,1182,25,26,3,1,1,1,57
the twitter,1182,16,12,5,0,0,0,33
and founder,1182,15,8,0,3,3,0,29
they can,1182,8,12,2,0,3,0,25
you only,1182,5,17,0,0,1,0,23
doing it,1181,23,36,3,1,3,0,66
laugh and,1181,9,21,5,0,3,1,39
help others,1181,13,13,2,1,0,1,30
oxford comma,1179,73,173,5,1,7,1,260
and gamer,1179,53,50,9,1,7,3,123
my mom,1179,31,47,7,1,6,2,94
dm if,1179,33,13,8,1,10,2,67
18 content,1178,54,37,13,9,15,2,130
join my,1178,21,28,6,6,6,0,67
freedom and,1178,6,1,1,0,0,0,8
and gaming,1177,56,25,6,2,4,1,94
it be,1177,14,25,2,3,2,0,46
com https,1177,18,18,2,0,5,0,43
a happy,1177,8,23,4,1,3,0,39
friend and,1177,14,17,3,1,3,1,39
music sports,1177,14,9,0,1,1,0,25
a thing,1176,28,31,10,3,5,0,77
believe that,1176,13,15,2,3,0,0,33
baseball fan,1175,24,26,4,1,2,0,57
and friend,1175,12,17,0,1,2,0,32
am here,1175,15,10,2,0,3,0,30
person i,1174,24,38,3,3,5,1,74
are for,1174,18,26,4,3,3,1,55
coach of,1174,5,3,0,0,0,0,8
and avid,1173,19,31,4,1,4,1,60
me some,1173,21,18,3,3,0,1,46
comic books,1172,93,23,3,6,0,0,125
to understand,1172,17,22,3,0,1,0,43
and see,1172,10,14,3,0,1,0,28
bringing you,1172,2,3,0,0,0,0,5
the nft,1172,0,2,0,0,1,0,3
in order,1171,6,9,3,0,0,1,19
visit http,1170,1,5,0,3,1,0,10
/ her,1169,1,0,0,0,0,0,1
latest news,1169,0,0,0,0,0,0,0
and cats,1168,51,122,17,3,12,4,209
just my,1168,27,22,3,4,1,0,57
life love,1168,7,11,1,0,1,0,20
the business,1168,7,7,0,0,0,0,14
not investment,1168,2,0,0,0,0,0,2
and like,1167,31,20,10,1,11,0,73
i did,1167,23,23,2,1,7,1,57
good and,1167,23,15,2,0,4,0,44
investing in,1167,1,4,0,0,0,0,5
feed of,1167,0,1,0,0,0,0,1
dm or,1165,25,24,1,3,8,0,61
for women,1165,2,33,1,0,3,0,39
3 8,1165,2,0,0,0,0,0,2
and general,1164,74,41,9,5,3,3,135
my shit,1164,17,23,5,3,5,1,54
am who,1164,5,8,1,0,0,1,15
youtube and,1163,36,18,4,2,2,0,62
church of,1163,17,19,2,1,4,0,43
education teacher,1163,7,23,0,0,1,1,32
years and,1163,15,12,0,1,1,0,29
and real,1163,10,7,1,1,0,0,19
strive to,1163,5,7,0,2,1,0,15
and much,1162,9,13,1,0,2,0,25
chapter of,1162,2,2,0,0,0,0,4
im not,1161,15,23,1,4,8,1,52
s o,1161,6,10,3,1,0,0,20
houston tx,1161,4,5,1,0,2,0,12
heavy metal,1160,34,12,6,3,0,1,56
if the,1160,12,25,2,3,2,0,44
in business,1160,6,5,1,0,0,0,12
pic by,1159,212,115,52,22,23,8,432
good to,1159,25,16,2,2,3,0,48
enthusiast i,1158,60,48,16,5,8,1,138
game and,1158,61,29,8,6,5,2,111
girls and,1158,14,38,4,1,5,0,62
discord http,1158,23,11,1,4,3,0,42
for news,1158,6,12,0,0,0,0,18
just tryna,1157,19,18,3,3,9,0,52
nice guy,1157,30,1,0,0,0,1,32
southern california,1157,16,5,0,0,2,0,23
prof of,1156,65,105,1,4,4,3,182
science teacher,1156,26,45,6,1,1,0,79
usaf veteran,1156,23,12,0,0,1,1,37
the voice,1156,12,10,2,1,1,0,26
a a,1156,10,7,0,2,1,0,20
and movies,1155,55,35,3,1,4,0,98
hockey fan,1155,27,62,4,1,1,1,96
don’t follow,1155,21,30,4,2,5,0,62
mets fan,1155,24,28,1,0,2,0,55
my dream,1155,11,25,3,1,4,0,44
pro life,1155,1,1,0,0,0,0,2
wine and,1154,11,41,0,1,3,0,56
man i,1154,26,13,2,2,2,1,46
i n,1154,7,9,3,1,1,1,22
company that,1154,1,1,0,0,0,1,3
say hi,1153,51,43,7,3,5,5,114
to post,1153,40,42,12,5,11,3,113
i come,1153,20,33,3,0,3,1,60
are here,1153,6,11,1,0,0,0,18
exploring the,1152,25,17,3,0,0,2,47
that one,1151,48,24,12,5,6,1,96
the place,1151,13,28,2,5,4,0,52
on you,1151,15,14,1,1,0,1,32
and of,1151,10,14,0,1,0,0,25
fully vaccinated,1150,49,77,6,6,10,1,149
http //tinyurl,1150,46,29,3,1,5,0,84
get you,1150,11,25,2,0,0,0,38
and baseball,1150,17,13,1,0,1,0,32
amazing kids,1150,3,12,0,0,1,0,16
the streets,1149,41,37,6,1,6,0,91
long island,1149,17,10,2,0,0,0,29
2 beautiful,1149,2,4,0,0,0,0,6
film and,1148,60,29,5,4,3,1,102
blah blah,1148,9,24,3,1,0,0,37
updates on,1148,5,2,2,1,0,0,10
is so,1147,11,31,6,1,2,0,51
throughout the,1146,1,3,1,1,1,0,7
and work,1145,21,19,4,1,3,1,49
for updates,1145,9,7,3,0,0,0,19
i should,1144,39,32,4,7,3,1,86
a business,1144,11,4,1,1,1,1,19
nft crypto,1144,0,3,1,0,0,0,4
is great,1143,12,8,1,0,0,1,22
by way,1142,27,55,1,2,2,1,88
s t,1142,14,8,3,2,0,0,27
retired teacher,1142,0,8,0,0,0,0,8
am also,1141,27,14,2,4,2,1,50
woman of,1141,0,38,0,0,5,0,43
click link,1141,9,9,3,1,4,1,27
my daughter,1141,4,15,0,0,1,0,20
us out,1141,7,4,1,0,0,1,13
everyone else,1140,21,22,5,2,3,0,53
movies music,1140,32,12,0,1,6,1,52
sports teams,1140,15,11,0,0,1,0,27
straight male,1139,15,1,0,0,0,0,16
the fun,1138,13,16,3,3,0,1,36
let it,1138,9,18,2,3,1,0,33
of north,1138,10,10,0,0,0,0,20
http //opensea,1138,8,3,0,0,0,0,11
for myself,1137,25,34,4,3,3,2,71
live it,1136,11,8,0,0,1,0,20
car enthusiast,1135,43,7,2,3,0,4,59
all people,1135,15,19,1,1,0,0,36
veteran and,1135,11,8,1,0,1,1,22
lives of,1135,5,7,0,0,0,1,13
things to,1134,22,34,5,0,4,1,66
to reach,1134,9,8,2,0,1,0,20
here in,1134,6,11,0,1,0,0,18
currently working,1133,66,37,14,4,6,1,128
of social,1133,22,46,1,2,2,0,73
hit the,1133,14,7,2,4,0,0,27
say i,1132,9,21,3,1,1,1,36
most important,1132,6,7,0,1,1,0,15
make friends,1131,37,25,2,5,6,0,75
and http,1131,21,6,1,3,1,0,32
in dc,1130,34,42,3,2,6,1,88
a game,1130,52,19,6,3,5,0,85
and health,1130,10,31,3,0,2,0,46
fine art,1130,13,19,0,0,0,1,33
y el,1130,3,2,0,1,0,0,6
i eat,1129,32,21,4,1,6,0,64
a while,1129,23,26,3,3,8,0,63
into my,1129,11,35,5,3,7,0,61
for work,1127,81,73,30,11,16,4,215
be like,1127,12,30,4,2,2,1,51
not endorsement,1127,12,18,2,1,0,1,34
never know,1126,14,22,3,3,2,1,45
teacher coach,1126,4,12,0,0,0,0,16
dog and,1125,27,61,6,2,4,3,103
the north,1125,4,14,1,0,2,0,21
spending time,1125,5,4,0,0,0,0,9
would like,1124,15,18,3,2,5,1,44
never forget,1124,16,9,1,0,0,0,26
22 years,1122,48,31,9,3,3,8,102
it here,1122,19,35,4,1,3,0,62
a couple,1121,24,13,1,1,1,2,42
love people,1121,16,15,1,1,0,1,34
sports junkie,1121,5,1,0,0,2,0,8
for hire,1120,72,64,14,11,7,0,168
ways to,1120,18,27,0,2,0,0,47
instagram -,1120,11,8,3,2,0,0,24
all types,1120,11,7,3,2,0,0,23
the land,1119,22,13,3,0,3,0,41
news from,1119,0,0,0,0,0,0,0
and coffee,1118,43,66,7,10,8,0,134
covering the,1117,12,16,2,0,0,0,30
posts are,1116,29,22,3,1,2,0,57
coffee lover,1115,26,64,4,0,5,0,99
new and,1115,11,4,1,0,2,0,18
writing and,1113,48,58,7,8,10,1,132
due to,1113,26,23,2,1,4,3,59
they call,1113,22,18,6,4,3,0,53
business inquires,1113,25,19,2,4,2,0,52
a digital,1113,12,16,1,3,1,2,35
who believes,1113,10,16,2,1,0,0,29
crypto nfts,1113,5,5,0,0,1,0,11
fan -,1112,49,30,4,4,4,0,91
i’m in,1112,22,40,3,3,6,0,74
always in,1112,24,32,5,1,1,0,63
guy from,1112,31,0,2,1,0,0,34
the black,1112,9,17,2,0,2,2,32
get in,1111,16,28,5,3,3,1,56
a story,1111,9,18,4,3,2,0,36
my channel,1111,15,17,0,2,0,1,35
digital marketer,1110,14,38,3,0,0,0,55
a normal,1110,20,20,5,2,2,0,49
stock market,1110,1,3,1,0,0,0,5
product manager,1109,53,37,3,0,2,1,96
for inquiries,1109,21,25,8,6,11,0,71
and 2,1109,11,27,1,1,2,0,42
the perfect,1109,6,20,3,0,1,0,30
